index,food_price_index,meat,dairy,cereals,oil,sugar
231,84.2533378,76.11918245,80.85013687,97.20889215,81.4880996,82.92696879
232,87.39567198,78.4727643,80.39093481,98.11301618,93.80381316,84.45554799
233,93.4514713,81.26185731,83.49287299,103.3110477,106.6050726,99.36108616
234,93.40904442,83.37787297,84.66477839,102.9861943,100.7203983,101.6614875
235,90.69194234,85.20497947,85.12781263,94.45961683,89.9034651,114.0330211
236,93.48073482,85.35438122,87.95288926,91.90025141,97.85431529,138.8449126
237,93.07955404,84.45193988,95.0789374,89.83589555,93.24716637,142.570143
238,94.82713806,82.60279489,102.6565122,93.82238434,95.1711155,140.1347627
239,98.87024005,83.90736858,113.0970062,98.01742235,101.7554786,137.7784141
240,100.8370516,84.4648917,112.802408,99.04553054,107.5647768,145.6454117
241,101.8064654,85.95867717,108.9779536,98.36118784,107.1020027,163.7745748
242,99.26168778,86.5020625,101.5882131,93.9696703,107.3091027,157.3570176
243,96.51165146,87.53400033,101.6001718,91.77245329,110.3253058,115.4923518
244,97.06439758,90.11578831,109.7375142,90.66416367,109.3639769,101.7991901
245,96.40570515,90.12035324,111.7574269,90.55718247,107.166612,94.07878952
246,95.88314396,91.21490168,110.4405512,87.79753556,106.0280117,98.10024117
247,100.032859,92.03870415,112.842359,95.27884294,110.1336144,107.8781972
248,107.7565959,92.88868203,112.2569089,112.9419935,121.8069411,114.5674893
249,114.1233221,92.47735931,116.0260131,125.9459169,124.8527817,138.7226413
250,120.0534951,93.9332372,121.385669,130.5890404,139.17832,152.3274704
251,124.2250189,96.42274946,118.7357467,132.3921968,153.8718738,162.8299725
252,129.3641507,97.51513617,117.4390784,139.7215647,166.2636594,173.76079
253,133.7875172,97.92126565,122.7837784,144.8990675,174.4881654,183.2376581
254,137.6760809,100.4759818,130.2617201,151.4431287,175.4335063,182.3807027
255,134.3222763,103.6141217,135.8088466,145.5318466,163.1108184,162.3775702
256,136.3345454,107.4547869,134.5187196,151.7317547,162.7870129,150.7420152
257,135.1168351,107.9630949,134.1712872,150.8932882,162.4030085,136.1628197
258,134.7502554,106.2451469,135.3177611,147.1299422,160.7759031,155.9887788
259,132.9770241,105.8350151,133.5680609,140.4752203,156.053259,174.6210922
260,132.72231,104.8785283,131.8809009,144.8670897,151.4822886,171.710666
261,130.1406973,106.1419382,127.1188076,140.4802034,147.8201659,165.2660225
262,125.6092657,105.8680501,126.2054443,133.1265985,137.990686,157.5140896
263,125.9396564,107.762019,125.0588483,130.8952076,144.9603689,148.2333632
264,121.9347272,106.1096516,121.994248,124.4155535,140.453486,142.5721076
265,122.2337844,102.6349677,120.3340219,127.2394788,144.3284295,145.7940983
266,125.3409331,105.4519619,121.242063,131.1384203,148.3352885,149.2773847
267,125.6531273,106.1502668,118.0670453,130.6055665,152.4733822,149.126019
268,124.3980229,105.7698848,112.5253603,129.1105265,156.2915661,141.2852759
269,119.0098025,103.6564542,105.5211652,126.3042147,144.3966071,128.4719689
270,115.7845689,101.1467485,102.2774687,125.3278911,135.257979,126.662546
271,121.9518897,99.83856949,99.73376754,143.8969628,138.5571295,141.4307076
272,123.1758399,102.5476351,101.9929011,147.0592985,138.3126085,129.1583503
273,125.1267573,106.7315075,110.9542063,146.7645116,136.9261605,123.7220866
274,124.012515,107.8794998,114.2221146,146.452611,124.8974686,125.698127
275,123.5265179,107.3539151,114.861453,148.4845581,121.5218111,119.6955715
276,122.7888385,107.1784271,118.149156,146.3961944,118.380955,119.5014752
277,123.4276847,106.5664526,121.007555,145.1817665,124.2797298,116.803817
278,123.3285145,107.7837051,123.7723206,142.2832108,125.5491153,113.031315
279,122.9448706,108.1926341,128.0330482,139.9416789,122.3818303,114.2535595
280,122.8875358,108.785329,140.8162204,134.8538489,120.6359957,110.1820367
281,122.1549477,105.6503938,139.9765659,136.3803021,121.0459034,109.0596533
